#OTU	ZAM1_s1_YZA	ZAM1_s2_YZA	ZAM1_s3_YZA	ZAM1_s4_YZA	ZAM1_s5_YZA	ZAM1_s6_YZA	ZAM1_s7_YZA	ZAM1_s8_YZA	ZAM1_s9_YZA	ZAM1_s10_YZA	ZAM1_s11_OZA	ZAM1_s12_OZA	ZAM1_s13_OZA	ZAM1_s14_OZA	ZAM1_s15_OZA	ZAM1_s17_OZA	ZAM1_s18_OZA	ZAM1_s19_OZA	ZAM1_s20_YZS	ZAM1_s21_YZS	ZAM1_s22_YZS	ZAM1_s23_YZS	ZAM1_s24_YZS	ZAM1_s25_YZS	ZAM1_s26_YZS	ZAM1_s27_YZS	ZAM1_s28_YZS	ZAM1_s29_YZS	ZAM1_s30_OZS	ZAM1_s31_OZS	ZAM1_s32_OZS	ZAM1_s33_OZS	ZAM1_s34_OZS	ZAM1_s36_OZS	ZAM1_s37_OZS	ZAM1_s38_OZS	ZAM1_s39_YZA	ZAM1_s40_YZA	ZAM1_s41_YZA	ZAM1_s43_YZA	ZAM1_s44_YZA	ZAM1_s45_YZA	ZAM1_s46_YZA	ZAM1_s47_YZA	ZAM1_s48_YZA	ZAM1_s49_OZA	ZAM1_s50_OZA	ZAM1_s51_OZA	ZAM1_s52_OZA	ZAM1_s53_OZA	ZAM1_s54_OZA	ZAM1_s55_OZA	ZAM1_s56_OZA	ZAM1_s58_YZS	ZAM1_s59_YZS	ZAM1_s60_YZS	ZAM1_s61_YZS	ZAM1_s62_YZS	ZAM1_s63_YZS	ZAM1_s65_YZS	ZAM1_s66_YZS	ZAM1_s67_OZS	ZAM1_s69_OZS	ZAM1_s70_OZS	ZAM1_s71_OZS	ZAM1_s72_OZS	ZAM1_s73_OZS	ZAM1_s74_OZS	ZAM1_s75_OZS	ZAM2_s1_YZD	ZAM2_s2_YZD	ZAM2_s3_YZD	ZAM2_s4_YZD	ZAM2_s5_YZD	ZAM2_s6_YZD	ZAM2_s7_YZD	ZAM2_s8_YZD	ZAM2_s9_YZD	ZAM2_s10_YZD	ZAM2_s11_OZD	ZAM2_s12_OZD	ZAM2_s14_OZD	ZAM2_s15_OZD	ZAM2_s16_OZD	ZAM2_s17_OZD	ZAM2_s18_OZD	ZAM2_s19_OZD	ZAM2_s20_OZD	ZAM2_s21_YZA	ZAM2_s22_YZA	ZAM2_s23_YZA	ZAM2_s24_YZA	ZAM2_s25_YZA	ZAM2_s26_YZA	ZAM2_s27_YZA	ZAM2_s28_YZA	ZAM2_s29_YZA	ZAM2_s30_YZA	ZAM2_s31_OZA	ZAM2_s32_OZA	ZAM2_s34_OZA	ZAM2_s35_OZA	ZAM2_s36_OZA	ZAM2_s37_OZA	ZAM2_s38_OZA	ZAM2_s39_OZA	ZAM2_s40_YZD	ZAM2_s41_YZD	ZAM2_s42_YZD	ZAM2_s43_YZD	ZAM2_s44_YZD	ZAM2_s45_YZD	ZAM2_s46_YZD	ZAM2_s47_YZD	ZAM2_s48_YZD	ZAM2_s49_YZD	ZAM2_s50_OZD	ZAM2_s51_OZD	ZAM2_s53_OZD	ZAM2_s54_OZD	ZAM2_s55_OZD	ZAM2_s56_OZD	ZAM2_s57_OZD	ZAM2_s58_OZD	ZAM2_s59_OZD	ZAM2_s60_YZA	ZAM2_s61_YZA	ZAM2_s63_YZA	ZAM2_s64_YZA	ZAM2_s65_YZA	ZAM2_s66_YZA	ZAM2_s67_YZA	ZAM2_s69_YZA	ZAM2_s70_OZA	ZAM2_s71_OZA	ZAM2_s72_OZA	ZAM2_s73_OZA	ZAM2_s74_OZA	ZAM2_s75_OZA	ZAM2_s76_OZA	ZAM2_s77_OZA	ZAM2_s78_OZA
ASV147	0	0	0	8	0	7	3	9	3	9	0	0	0	0	0	0	0	0	0	0	2	0	2	11	10	7	8	22	0	2	0	0	0	0	0	0	6	0	0	4	1	17	6	4	0	0	0	0	0	12	0	0	0	0	0	0	0	16	16	8	7	0	0	0	0	4	0	0	0	14	2	8	3	4	0	17	0	4	14	12	0	15	0	0	0	0	0	0	0	5	0	7	0	0	16	15	2	19	0	0	3	10	0	0	0	0	6	0	23	8	8	0	20	0	12	16	9	2	14	0	0	0	0	0	0	0	6	4	15	0	0	0	9	0	0	6	1	15	0	0	0	0
ASV149	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	7	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	35	12	5	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV150	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	76	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	12	0	0	0	0	0	0	0	0	0	0	0	0	85	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	102	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	45	0	0	0	0	0	0	0	0	0	15	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	14	25	0	0	0	0
ASV153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	90	0	95	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	43	0	0	0	0
ASV154	0	0	0	0	0	0	0	0	1	117	0	0	3	61	0	0	0	5	0	0	0	0	0	7	10	20	0	13	0	7	0	57	6	0	0	12	0	0	0	0	5	4	0	2	12	0	3	2	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	9	0	0	16	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	15	0	0	0	0	0	0	0	0	3	0	0	19	19
ASV155	0	0	0	0	0	0	0	0	0	0	7	31	33	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	102	95	25	0	0	0	0	0	0	0	0	0	0	53	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ASV156	0	0	0	0	0	0	0	0	0	0	12	8	0	9	6	0	9	7	0	0	1	0	0	0	0	6	0	0	3	9	23	4	0	8	8	3	0	0	0	0	2	11	0	0	0	11	7	0	2	4	0	0	0	0	0	0	0	30	0	0	5	0	10	3	0	2	5	4	0	45	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	32	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	46	32	0	9	0	0	0	0	0	0	0	0	0	28	0	4	0	3	9	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	45
ASV157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV158	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	44	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV159	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	77	57	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV160	0	0	0	0	0	0	0	0	0	0	7	6	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	16	0	23	14	6	0	0	0	0	0	0	0	0	0	7	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	15	0	0	19	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	7	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	24	23	0	0	0	0	0	0	0	0	0	0	0	0	0	10	18	13	7
ASV161	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	68	0	45	0	75	0	0	0	0	0	0	0	0	0	0	51	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV162	0	0	0	0	0	26	0	0	21	0	5	5	12	9	1	5	0	5	1	0	1	3	0	12	10	0	0	7	0	1	7	5	0	8	10	0	0	0	0	4	0	0	0	0	0	3	0	18	2	0	0	0	0	0	0	0	0	0	8	0	0	1	1	0	0	0	5	6	14	0	0	18	0	0	15	0	12	0	3	0	0	0	0	0	0	0	8	2	5	0	0	2	11	0	20	0	0	0	14	0	0	0	0	7	6	8	4	0	3	0	0	4	0	0	0	0	2	0	0	4	0	10	0	0	3	0	3	0	4	0	0	0	0	0	0	0	0	0	0	2	20	2
ASV164	0	7	0	35	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	21	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	5	37	0	0	0	9	9	0	1	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	10	0	0	0	0	0	0	15	6	14	43	0	0	0	0	11	0	0	0	25	0	0	0	0	0	0	0	0	10	0	0	9	0
ASV165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	24	23	3	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	20	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	77	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	5
ASV166	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	5	0	0	0	0	0	11	0	10	13	6	0	0	18	0	0	0	7	0	0	0	0	3	2	3	3	0	0	0	7	22	8	0	0	4	0	6	0	0	0	0	0	7	0	0	48	21	0	0	0	0	4	0	0	0	0	5	0	0	0	6	6	24	15	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	5	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	19	11	14	26	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	7	6	0	0	0	0	0
ASV168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV169	0	0	0	0	0	0	0	0	0	0	2	14	8	7	0	2	6	0	0	0	0	0	0	0	0	0	0	0	6	0	11	0	10	20	18	12	0	0	0	0	0	0	0	0	0	11	17	18	5	0	0	0	0	0	0	0	0	0	0	0	0	8	8	8	9	0	13	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	26	2	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	4
ASV170	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	31	20	42	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	22	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	11	0	0	5	0	0	0	27	0	0	0	0	0	0	0	0	0	44	0	17	10	18	0	0	0	0	0	0	0	0	0	0	0	0
ASV171	0	0	0	0	0	0	0	0	0	0	15	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	7
ASV172	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	0	3	0	0	0	0	0	0	2	0	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	4	11	0	2	0	0	0	9	0	0	0	7	0	0	0	0	15	16	8	10	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	7	9	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0	3	0	0	0	0	0	24	7	27	14	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	6	12	61	0	0	0	0
ASV173	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	31	0	0	0	6	2	4	0	2	5	0	6	0	0	0	0	0	0	0	5	0	4	14	0	7	0	0	0	0	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	9	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	4	0	2	9	0	0	0	9	0	0	0	0	0	0	0	7	0	6
ASV174	0	0	0	0	0	0	0	0	0	0	12	5	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	14	5	21	0	0	0	0	0	0	0	0	0	10	14	9	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	8	0	2	0	17	0	0	0	0	0	0	0	0	0	0	7	0	0	0	17	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	10	14	25	3	13	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	5	7	0	11
ASV175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0
ASV176	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	25	3	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	6	0	20	4	0	0	7	0	0	0	0	0	0	0	0	0	38	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	12	4	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	7	0	5	7	0	0	0	0	0	0	0	0	0	7	12	0	6	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV178	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	28	8	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	10	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0
ASV179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	41	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	52	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0
ASV181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	25	27	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	23	0	6	4	0	0	0	0	0	0	0	0	14	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	25	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	15	0	0	0	0	0
ASV182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	36	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	20	0	0	0	0	0	0
ASV183	0	0	0	0	0	0	0	0	0	0	49	41	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	58	0	16	27	3	0	0	0	0	0	0	0	0	0	20	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	31	39	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	13	7	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	22	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	28	0
ASV184	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
ASV186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	14	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	46	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV187	0	0	0	0	0	0	7	3	0	0	3	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	17	8	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0
ASV188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	15	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	19	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0
ASV189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	0	21	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV190	0	0	0	3	1	1	0	0	1	0	0	0	0	22	0	0	2	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	1	0	0	4	0	0	0	0	2	0	0	3	0	0	1	0	3	0	0	2	3	3	0	0	0	0	0	0	3	2	0	0	0	1	0	0	7	0	2	0	0	0	0	0	0	0	2	0	0	4	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV191	0	0	0	0	0	1	1	6	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	17	3	9	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	9	4	3	2	0	0	0	0	16	0	0	0	0	0	15	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	8	5	7	0	0	0	0	9	0	0	0	0	0	11	0	0	0	3	0	5	0	0	0	0	0	11	0	0	0	0
ASV192	0	1	0	0	0	4	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	15	0	0	0	3	0	0	4	0	0	0	0	0	0	0	2	21	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	0	0	0	0	36	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV194	0	0	0	0	0	0	0	8	3	0	0	1	0	3	1	0	4	1	1	7	0	0	2	0	2	2	1	1	0	0	6	4	0	1	6	7	0	1	6	0	0	0	1	0	0	2	0	1	5	3	0	0	0	2	0	0	0	3	0	0	0	0	2	0	1	0	0	0	2	5	0	0	1	0	4	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	6	4	1	0	3	0	3	4	0	0	0	0	3	0	0	11	2	9	0	0	0	0	0	0	0	0	0	17	0	6
ASV195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	47	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	5	16	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	70	6	60	0	0	0	0
